Month,Product,Customer,Cases,Unit Price,Promo,Total Price
8/1/2019,Product 4,Customer 11,72,16.8,0,1209.6
8/1/2019,Product 3,Customer 7,60,16.8,0,1008
8/1/2019,Product 4,Customer 7,54,16.8,0,907.2
8/1/2019,Product 5,Customer 7,66,16.8,0,1108.8
8/1/2019,Product 3,Customer 9,60,16.8,0,1008
8/1/2019,Product 4,Customer 9,60,16.8,0,1008
8/1/2019,Product 5,Customer 9,60,16.8,0,1008
8/1/2019,Product 3,Customer 8,60,16.8,0,1008
8/1/2019,Product 4,Customer 8,54,16.8,0,907.2
8/1/2019,Product 5,Customer 8,66,16.8,0,1108.8
8/1/2019,Product 3,Customer 10,60,16.8,0,1008
8/1/2019,Product 4,Customer 10,60,16.8,0,1008
8/1/2019,Product 5,Customer 10,60,16.8,0,1008
9/1/2019,Product 1,Customer 2,168,16.8,0,2822.4
9/1/2019,Product 2,Customer 2,276,16.8,0,4636.8
9/1/2019,Product 4,Customer 11,48,16.8,0,806.4
9/1/2019,Product 5,Customer 11,180,16.8,0,3024
9/1/2019,Product 1,Customer 3,12,16.8,0,201.6
9/1/2019,Product 2,Customer 3,12,16.8,0,201.6
9/1/2019,Product 3,Customer 3,180,16.8,0,3024
9/1/2019,Product 4,Customer 3,180,16.8,0,3024
9/1/2019,Product 5,Customer 3,180,16.8,0,3024
10/1/2019,Product 1,Customer 13,60,16.8,0,1008
10/1/2019,Product 2,Customer 13,96,16.8,0,1612.8
10/1/2019,Product 3,Customer 13,48,16.8,0,806.4
10/1/2019,Product 4,Customer 13,42,16.8,0,705.6
10/1/2019,Product 5,Customer 13,36,16.8,0,604.8
10/1/2019,Product 3,Customer 6,180,16.8,0,3024
10/1/2019,Product 1,Customer 3,6,16.8,0,100.8
10/1/2019,Product 3,Customer 3,150,16.8,0,2520
10/1/2019,Product 4,Customer 3,120,16.8,0,2016
10/1/2019,Product 5,Customer 3,60,16.8,0,1008
10/1/2019,Product 3,Customer 12,90,16.8,0,1512
10/1/2019,Product 4,Customer 12,90,16.8,0,1512
10/1/2019,Product 3,Customer 2,180,16.8,0,3024
10/1/2019,Product 4,Customer 2,18,16.8,0,302.4
10/1/2019,Product 3,Customer 5,180,16.8,0,3024
10/1/2019,Product 2,Customer 1,6,16.8,0,100.8
10/1/2019,Product 3,Customer 1,180,16.8,0,3024
11/1/2019,Product 1,Customer 2,12,16.8,0,201.6
11/1/2019,Product 2,Customer 2,66,16.8,0,1108.8
11/1/2019,Product 3,Customer 2,18,16.8,0,302.4
11/1/2019,Product 4,Customer 2,66,16.8,0,1108.8
11/1/2019,Product 5,Customer 2,18,16.8,0,302.4
11/1/2019,Product 1,Customer 13,30,16.8,0,504
11/1/2019,Product 2,Customer 13,60,16.8,0,1008
11/1/2019,Product 3,Customer 13,60,16.8,0,1008
11/1/2019,Product 4,Customer 13,30,16.8,0,504
11/1/2019,Product 5,Customer 13,30,16.8,0,504
11/1/2019,Product 3,Customer 9,180,16.8,0,3024
11/1/2019,Product 3,Customer 12,180,16.8,0,3024
11/1/2019,Product 2,Customer 1,6,16.8,0,100.8
11/1/2019,Product 3,Customer 1,90,16.8,0,1512
11/1/2019,Product 4,Customer 1,90,16.8,0,1512
11/1/2019,Product 3,Customer 10,180,16.8,0,3024
11/1/2019,Product 4,Customer 10,12,16.8,0,201.6
11/1/2019,Product 1,Customer 2,132,16.8,0,2217.6
11/1/2019,Product 2,Customer 2,114,16.8,0,1915.2
11/1/2019,Product 3,Customer 2,216,16.8,0,3628.8
11/1/2019,Product 4,Customer 2,66,16.8,0,1108.8
11/1/2019,Product 5,Customer 2,102,16.8,0,1713.6
11/1/2019,Product 3,Customer 5,180,16.8,0,3024
11/1/2019,Product 1,Customer 13,30,16.8,0,504
11/1/2019,Product 2,Customer 13,120,16.8,0,2016
11/1/2019,Product 3,Customer 13,30,16.8,0,504
11/1/2019,Product 4,Customer 12,90,16.8,0,1512
11/1/2019,Product 5,Customer 12,90,16.8,0,1512
11/1/2019,Product 1,Customer 3,12,16.8,0,201.6
11/1/2019,Product 2,Customer 3,12,16.8,0,201.6
11/1/2019,Product 3,Customer 3,270,16.8,0,4536
11/1/2019,Product 4,Customer 3,210,16.8,0,3528
11/1/2019,Product 5,Customer 3,180,16.8,0,3024
12/1/2019,Product 3,Customer 4,144,14.28,1,2056.32
12/1/2019,Product 4,Customer 4,18,14.28,1,257.04
12/1/2019,Product 5,Customer 4,18,14.28,1,257.04
12/1/2019,Product 4,Customer 9,180,14.28,1,2570.4
12/1/2019,Product 5,Customer 9,60,14.28,1,856.8
12/1/2019,Product 2,Customer 2,180,14.28,1,2570.4
12/1/2019,Product 3,Customer 2,90,14.28,1,1285.2
12/1/2019,Product 4,Customer 2,42,14.28,1,599.76
12/1/2019,Product 5,Customer 2,18,14.28,1,257.04
12/1/2019,Product 3,Customer 7,90,14.28,1,1285.2
12/1/2019,Product 4,Customer 7,90,14.28,1,1285.2
12/1/2019,Product 1,Customer 1,12,14.28,1,171.36
12/1/2019,Product 2,Customer 1,12,14.28,1,171.36
12/1/2019,Product 3,Customer 1,102,14.28,1,1456.56
12/1/2019,Product 4,Customer 1,60,14.28,1,856.8
12/1/2019,Product 3,Customer 12,90,14.28,1,1285.2
12/1/2019,Product 5,Customer 12,90,14.28,1,1285.2
12/1/2019,Product 3,Customer 10,60,14.28,1,856.8
12/1/2019,Product 4,Customer 10,90,14.28,1,1285.2
12/1/2019,Product 5,Customer 10,30,14.28,1,428.4
12/1/2019,Product 1,Customer 13,30,16.8,0,504
12/1/2019,Product 2,Customer 13,120,16.8,0,2016
12/1/2019,Product 5,Customer 13,30,16.8,0,504
12/1/2019,Product 3,Customer 6,180,16.8,0,3024
12/1/2019,Product 3,Customer 3,168,16.8,0,2822.4
12/1/2019,Product 4,Customer 3,120,16.8,0,2016
12/1/2019,Product 5,Customer 3,90,16.8,0,1512
1/1/2020,Product 3,Customer 11,180,14.28,1,2570.4
1/1/2020,Product 4,Customer 11,6,14.28,1,85.68
1/1/2020,Product 5,Customer 11,30,14.28,1,428.4
1/1/2020,Product 3,Customer 1,270,14.28,1,3855.6
1/1/2020,Product 4,Customer 1,192,14.28,1,2741.76
1/1/2020,Product 5,Customer 1,120,14.28,1,1713.6
1/1/2020,Product 3,Customer 5,48,14.28,1,685.44
1/1/2020,Product 4,Customer 5,90,14.28,1,1285.2
1/1/2020,Product 5,Customer 5,48,14.28,1,685.44
1/1/2020,Product 3,Customer 9,180,14.28,1,2570.4
1/1/2020,Product 5,Customer 9,18,14.28,1,257.04
1/1/2020,Product 1,Customer 2,180,16.8,0,3024
1/1/2020,Product 2,Customer 2,270,16.8,0,4536
1/1/2020,Product 3,Customer 2,360,16.8,0,6048
1/1/2020,Product 4,Customer 2,270,16.8,0,4536
1/1/2020,Product 5,Customer 2,180,16.8,0,3024
1/1/2020,Product 3,Customer 6,90,16.8,0,1512
1/1/2020,Product 4,Customer 6,66,16.8,0,1108.8
1/1/2020,Product 5,Customer 6,24,16.8,0,403.2
1/1/2020,Product 1,Customer 13,60,16.8,0,1008
1/1/2020,Product 2,Customer 13,30,16.8,0,504
1/1/2020,Product 3,Customer 13,30,16.8,0,504
1/1/2020,Product 4,Customer 13,30,16.8,0,504
1/1/2020,Product 5,Customer 13,30,16.8,0,504
1/1/2020,Product 3,Customer 12,90,16.8,0,1512
1/1/2020,Product 4,Customer 12,90,16.8,0,1512
1/1/2020,Product 3,Customer 10,90,16.8,0,1512
1/1/2020,Product 4,Customer 10,48,16.8,0,806.4
1/1/2020,Product 5,Customer 10,42,16.8,0,705.6
1/1/2020,Product 3,Customer 12,90,16.8,0,1512
1/1/2020,Product 5,Customer 12,90,16.8,0,1512
1/1/2020,Product 1,Customer 3,42,16.8,0,705.6
1/1/2020,Product 2,Customer 3,42,16.8,0,705.6
1/1/2020,Product 3,Customer 3,450,16.8,0,7560
1/1/2020,Product 4,Customer 3,210,16.8,0,3528
1/1/2020,Product 5,Customer 3,120,16.8,0,2016
1/1/2020,Product 3,Customer 5,90,16.8,0,1512
1/1/2020,Product 4,Customer 5,30,16.8,0,504
1/1/2020,Product 5,Customer 5,60,16.8,0,1008
1/1/2020,Product 3,Customer 11,60,16.8,0,1008
1/1/2020,Product 4,Customer 11,60,16.8,0,1008
1/1/2020,Product 5,Customer 11,60,16.8,0,1008
2/1/2020,Product 3,Customer 6,12,16.8,0,201.6
2/1/2020,Product 4,Customer 6,90,16.8,0,1512
2/1/2020,Product 5,Customer 6,78,16.8,0,1310.4
2/1/2020,Product 3,Customer 7,30,16.8,0,504
2/1/2020,Product 4,Customer 7,144,16.8,0,2419.2
2/1/2020,Product 5,Customer 7,6,16.8,0,100.8
2/1/2020,Product 3,Customer 5,42,16.8,0,705.6
2/1/2020,Product 4,Customer 5,102,16.8,0,1713.6
2/1/2020,Product 5,Customer 5,42,16.8,0,705.6
2/1/2020,Product 1,Customer 13,30,16.8,0,504
2/1/2020,Product 2,Customer 13,90,16.8,0,1512
2/1/2020,Product 3,Customer 13,30,16.8,0,504
2/1/2020,Product 4,Customer 13,30,16.8,0,504
2/1/2020,Product 3,Customer 9,66,16.8,0,1108.8
2/1/2020,Product 4,Customer 9,36,16.8,0,604.8
2/1/2020,Product 5,Customer 9,78,16.8,0,1310.4
2/1/2020,Product 3,Customer 6,180,16.8,0,3024
2/1/2020,Product 3,Customer 1,36,16.8,0,604.8
2/1/2020,Product 4,Customer 1,72,16.8,0,1209.6
2/1/2020,Product 5,Customer 1,72,16.8,0,1209.6
2/1/2020,Product 3,Customer 4,60,16.8,0,1008
2/1/2020,Product 4,Customer 4,90,16.8,0,1512
2/1/2020,Product 5,Customer 4,30,16.8,0,504
2/1/2020,Product 3,Customer 8,108,16.8,0,1814.4
2/1/2020,Product 4,Customer 8,42,16.8,0,705.6
2/1/2020,Product 5,Customer 8,30,16.8,0,504
2/1/2020,Product 3,Customer 12,90,16.8,0,1512
2/1/2020,Product 4,Customer 12,90,16.8,0,1512
2/1/2020,Product 3,Customer 10,60,16.8,0,1008
2/1/2020,Product 4,Customer 10,66,16.8,0,1108.8
2/1/2020,Product 5,Customer 10,54,16.8,0,907.2
2/1/2020,Product 1,Customer 2,180,16.8,0,3024
2/1/2020,Product 2,Customer 2,90,16.8,0,1512
2/1/2020,Product 3,Customer 2,48,16.8,0,806.4
2/1/2020,Product 4,Customer 2,36,16.8,0,604.8
2/1/2020,Product 5,Customer 2,42,16.8,0,705.6
3/1/2020,Product 1,Customer 13,30,13.44,1,403.2
3/1/2020,Product 2,Customer 13,30,13.44,1,403.2
3/1/2020,Product 3,Customer 13,30,13.44,1,403.2
3/1/2020,Product 4,Customer 13,30,13.44,1,403.2
3/1/2020,Product 5,Customer 13,30,13.44,1,403.2
3/1/2020,Product 1,Customer 13,60,13.44,1,806.4
3/1/2020,Product 2,Customer 13,270,13.44,1,3628.8
3/1/2020,Product 3,Customer 13,90,13.44,1,1209.6
3/1/2020,Product 4,Customer 13,30,13.44,1,403.2
3/1/2020,Product 5,Customer 13,30,13.44,1,403.2
3/1/2020,Product 4,Customer 6,90,14.28,1,1285.2
3/1/2020,Product 5,Customer 6,90,14.28,1,1285.2
3/1/2020,Product 5,Customer 7,180,14.28,1,2570.4
3/1/2020,Product 3,Customer 1,90,14.28,1,1285.2
3/1/2020,Product 4,Customer 1,24,14.28,1,342.72
3/1/2020,Product 5,Customer 1,66,14.28,1,942.48
3/1/2020,Product 3,Customer 11,72,14.28,1,1028.16
3/1/2020,Product 4,Customer 11,84,14.28,1,1199.52
3/1/2020,Product 5,Customer 11,24,14.28,1,342.72
3/1/2020,Product 3,Customer 5,18,14.28,1,257.04
3/1/2020,Product 4,Customer 5,102,14.28,1,1456.56
3/1/2020,Product 5,Customer 5,60,14.28,1,856.8
3/1/2020,Product 3,Customer 9,36,14.28,1,514.08
3/1/2020,Product 4,Customer 9,90,14.28,1,1285.2
3/1/2020,Product 5,Customer 9,54,14.28,1,771.12
3/1/2020,Product 1,Customer 2,180,14.28,1,2570.4
3/1/2020,Product 2,Customer 2,270,14.28,1,3855.6
3/1/2020,Product 3,Customer 2,270,14.28,1,3855.6
3/1/2020,Product 4,Customer 2,180,14.28,1,2570.4
3/1/2020,Product 5,Customer 2,180,14.28,1,2570.4
4/1/2020,Product 4,Customer 12,180,14.28,1,2570.4
4/1/2020,Product 5,Customer 12,180,14.28,1,2570.4
4/1/2020,Product 3,Customer 9,270,14.28,1,3855.6
4/1/2020,Product 4,Customer 9,102,14.28,1,1456.56
4/1/2020,Product 5,Customer 9,108,14.28,1,1542.24
4/1/2020,Product 3,Customer 8,66,14.28,1,942.48
4/1/2020,Product 4,Customer 8,18,14.28,1,257.04
4/1/2020,Product 5,Customer 8,180,14.28,1,2570.4
4/1/2020,Product 1,Customer 1,30,14.28,1,428.4
4/1/2020,Product 2,Customer 1,12,14.28,1,171.36
4/1/2020,Product 3,Customer 1,180,14.28,1,2570.4
4/1/2020,Product 4,Customer 1,162,14.28,1,2313.36
4/1/2020,Product 5,Customer 1,210,14.28,1,2998.8
4/1/2020,Product 3,Customer 5,180,14.28,1,2570.4
4/1/2020,Product 4,Customer 5,180,14.28,1,2570.4
4/1/2020,Product 5,Customer 5,120,14.28,1,1713.6
4/1/2020,Product 3,Customer 7,132,14.28,1,1884.96
4/1/2020,Product 4,Customer 7,24,14.28,1,342.72
4/1/2020,Product 5,Customer 7,24,14.28,1,342.72
4/1/2020,Product 3,Customer 12,270,14.28,1,3855.6
4/1/2020,Product 5,Customer 12,60,14.28,1,856.8
4/1/2020,Product 3,Customer 10,90,14.28,1,1285.2
4/1/2020,Product 4,Customer 10,78,14.28,1,1113.84
4/1/2020,Product 5,Customer 10,78,14.28,1,1113.84
4/1/2020,Product 1,Customer 2,240,14.28,1,3427.2
4/1/2020,Product 2,Customer 2,240,14.28,1,3427.2
4/1/2020,Product 3,Customer 2,450,14.28,1,6426
4/1/2020,Product 4,Customer 2,270,14.28,1,3855.6
4/1/2020,Product 5,Customer 2,150,14.28,1,2142
4/1/2020,Product 3,Customer 3,210,16.8,0,3528
4/1/2020,Product 4,Customer 3,150,16.8,0,2520
4/1/2020,Product 5,Customer 3,120,16.8,0,2016
4/1/2020,Product 1,Customer 13,120,16.8,0,2016
4/1/2020,Product 2,Customer 13,30,16.8,0,504
4/1/2020,Product 3,Customer 13,30,16.8,0,504
4/1/2020,Product 3,Customer 11,90,16.8,0,1512
4/1/2020,Product 4,Customer 11,90,16.8,0,1512
4/1/2020,Product 5,Customer 11,6,16.8,0,100.8
4/1/2020,Product 3,Customer 4,90,16.8,0,1512
4/1/2020,Product 4,Customer 4,60,16.8,0,1008
4/1/2020,Product 5,Customer 4,30,16.8,0,504
4/1/2020,Product 3,Customer 6,180,16.8,0,3024
5/1/2020,Product 3,Customer 8,114,16.8,0,1915.2
5/1/2020,Product 4,Customer 8,66,16.8,0,1108.8
5/1/2020,Product 3,Customer 5,180,16.8,0,3024
5/1/2020,Product 4,Customer 5,60,16.8,0,1008
5/1/2020,Product 5,Customer 5,60,16.8,0,1008
5/1/2020,Product 3,Customer 7,180,16.8,0,3024
5/1/2020,Product 3,Customer 12,90,16.8,0,1512
5/1/2020,Product 4,Customer 12,90,16.8,0,1512
5/1/2020,Product 3,Customer 10,54,16.8,0,907.2
5/1/2020,Product 4,Customer 10,54,16.8,0,907.2
5/1/2020,Product 5,Customer 10,72,16.8,0,1209.6
5/1/2020,Product 2,Customer 1,12,16.8,0,201.6
5/1/2020,Product 3,Customer 1,180,16.8,0,3024
5/1/2020,Product 4,Customer 5,78,16.8,0,1310.4
5/1/2020,Product 5,Customer 5,108,16.8,0,1814.4
5/1/2020,Product 3,Customer 6,24,16.8,0,403.2
5/1/2020,Product 4,Customer 6,60,16.8,0,1008
5/1/2020,Product 5,Customer 6,96,16.8,0,1612.8
5/1/2020,Product 3,Customer 11,180,16.8,0,3024
5/1/2020,Product 4,Customer 11,42,16.8,0,705.6
5/1/2020,Product 5,Customer 11,36,16.8,0,604.8
5/1/2020,Product 2,Customer 3,18,16.8,0,302.4
5/1/2020,Product 3,Customer 3,264,16.8,0,4435.2
5/1/2020,Product 4,Customer 3,192,16.8,0,3225.6
5/1/2020,Product 5,Customer 3,240,16.8,0,4032
5/1/2020,Product 1,Customer 2,18,16.8,0,302.4
5/1/2020,Product 2,Customer 2,270,16.8,0,4536
5/1/2020,Product 3,Customer 2,90,16.8,0,1512
5/1/2020,Product 4,Customer 2,6,16.8,0,100.8
5/1/2020,Product 5,Customer 2,6,16.8,0,100.8
5/1/2020,Product 3,Customer 10,90,16.8,0,1512
5/1/2020,Product 4,Customer 10,48,16.8,0,806.4
5/1/2020,Product 5,Customer 10,42,16.8,0,705.6
5/1/2020,Product 1,Customer 14,120,16.8,0,2016
5/1/2020,Product 2,Customer 14,360,16.8,0,6048
5/1/2020,Product 3,Customer 14,60,16.8,0,1008
5/1/2020,Product 4,Customer 14,30,16.8,0,504
5/1/2020,Product 5,Customer 14,30,16.8,0,504
5/1/2020,Product 3,Customer 10,54,16.8,0,907.2
5/1/2020,Product 4,Customer 10,180,16.8,0,3024
5/1/2020,Product 5,Customer 10,30,16.8,0,504
6/1/2020,Product 3,Customer 9,180,14.28,1,2570.4
6/1/2020,Product 4,Customer 9,12,14.28,1,171.36
6/1/2020,Product 5,Customer 9,6,14.28,1,85.68
6/1/2020,Product 3,Customer 6,24,14.28,1,342.72
6/1/2020,Product 4,Customer 6,24,14.28,1,342.72
6/1/2020,Product 5,Customer 6,180,14.28,1,2570.4
6/1/2020,Product 2,Customer 1,18,14.28,1,257.04
6/1/2020,Product 3,Customer 1,180,14.28,1,2570.4
6/1/2020,Product 4,Customer 1,12,14.28,1,171.36
6/1/2020,Product 5,Customer 1,12,14.28,1,171.36
6/1/2020,Product 3,Customer 12,270,14.28,1,3855.6
6/1/2020,Product 4,Customer 12,90,14.28,1,1285.2
6/1/2020,Product 5,Customer 12,90,14.28,1,1285.2
6/1/2020,Product 3,Customer 8,66,14.28,1,942.48
6/1/2020,Product 4,Customer 8,54,14.28,1,771.12
6/1/2020,Product 5,Customer 8,60,14.28,1,856.8
6/1/2020,Product 3,Customer 9,42,14.28,1,599.76
6/1/2020,Product 4,Customer 9,180,14.28,1,2570.4
6/1/2020,Product 5,Customer 9,42,14.28,1,599.76
6/1/2020,Product 3,Customer 10,180,14.28,1,2570.4
6/1/2020,Product 5,Customer 10,180,14.28,1,2570.4
6/1/2020,Product 3,Customer 7,12,14.28,1,171.36
6/1/2020,Product 4,Customer 7,144,14.28,1,2056.32
6/1/2020,Product 5,Customer 7,66,14.28,1,942.48
6/1/2020,Product 3,Customer 4,108,14.28,1,1542.24
6/1/2020,Product 4,Customer 4,54,14.28,1,771.12
6/1/2020,Product 5,Customer 4,54,14.28,1,771.12
6/1/2020,Product 3,Customer 6,90,14.28,1,1285.2
6/1/2020,Product 4,Customer 6,78,14.28,1,1113.84
6/1/2020,Product 5,Customer 6,18,14.28,1,257.04
6/1/2020,Product 3,Customer 5,180,14.28,1,2570.4
6/1/2020,Product 4,Customer 5,162,14.28,1,2313.36
6/1/2020,Product 5,Customer 5,72,14.28,1,1028.16
6/1/2020,Product 2,Customer 1,36,14.28,1,514.08
6/1/2020,Product 3,Customer 1,360,14.28,1,5140.8
6/1/2020,Product 4,Customer 1,198,14.28,1,2827.44
6/1/2020,Product 5,Customer 1,198,14.28,1,2827.44
6/1/2020,Product 1,Customer 2,90,14.28,1,1285.2
6/1/2020,Product 2,Customer 2,90,14.28,1,1285.2
6/1/2020,Product 3,Customer 2,90,14.28,1,1285.2
6/1/2020,Product 4,Customer 2,12,14.28,1,171.36
6/1/2020,Product 5,Customer 2,24,14.28,1,342.72
6/1/2020,Product 3,Customer 12,240,14.28,1,3427.2
6/1/2020,Product 4,Customer 12,240,14.28,1,3427.2
6/1/2020,Product 5,Customer 12,180,14.28,1,2570.4
6/1/2020,Product 3,Customer 9,48,14.28,1,685.44
6/1/2020,Product 4,Customer 9,90,14.28,1,1285.2
6/1/2020,Product 5,Customer 9,102,14.28,1,1456.56
6/1/2020,Product 3,Customer 10,360,14.28,1,5140.8
6/1/2020,Product 4,Customer 10,276,14.28,1,3941.28
6/1/2020,Product 5,Customer 10,180,14.28,1,2570.4
6/1/2020,Product 3,Customer 11,270,14.28,1,3855.6
6/1/2020,Product 4,Customer 11,120,14.28,1,1713.6
6/1/2020,Product 5,Customer 11,108,14.28,1,1542.24
6/1/2020,Product 2,Customer 1,42,14.28,1,599.76
6/1/2020,Product 3,Customer 1,30,14.28,1,428.4
6/1/2020,Product 4,Customer 1,72,14.28,1,1028.16
6/1/2020,Product 5,Customer 1,90,14.28,1,1285.2
6/1/2020,Product 3,Customer 5,180,16.8,0,3024
7/1/2020,Product 1,Customer 2,180,14.28,1,2570.4
7/1/2020,Product 3,Customer 2,360,14.28,1,5140.8
7/1/2020,Product 4,Customer 2,228,14.28,1,3255.84
